objectid,parentid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
cnr011,cnr003,ug92_box19_folder231_deanhendee_cfwralbum1984.pdf,John C. Hendee 1984-1995 (p.163),,1984,1984-1995,"A biography of John C. Hendee, the sixth Dean of the College of Forestry, Wildlife and Range Sciences. His deanship begins where the album ends, facing a depressed forest industry with confidence that enthusiasm, imagination, and expertise can meet and overcome challenges. This document is part of the Epilogue from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album.",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; biography (general genre); local histories; nurseries (horticulture); professors (teachers); deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_deanhendee_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_deanhendee_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_deanhendee_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_deanhendee_cfwralbum1984_th.jpg
cnr012,cnr003,ug92_box19_folder231_faculty_cfwralbum1984.pdf,"Faculty, Donors, Scholarships and Graduates of the College of Forestry, Wildlife and Range Sciences: 1909-1984 (p.167-206)",,1909,1909-1984,"An extensive list detailing CFWR's former faculty, donors, scholarships and graduates from 1909-1984. This document is part of the Appendices from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album.",natural resources; forestry; people in agriculture or natural resource occupations; black-and-white photographs; college students; professors (teachers); deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_faculty_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_faculty_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_faculty_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_faculty_cfwralbum1984_th.jpg
cnr013,cnr003,ug92_box19_folder231_newdepartment_cfwralbum1984.pdf,II. A New Department for the UI (p.11-22),,1908,1908-1933,"This chapter explains the origin of the College of Natural Resources (CNR). In 1909, CNR it began as the Department of Forestry within the College of Agriculture, later transferring to the College of Letters and Sciences (L&S) in 1913. Charles Houston Shattuck began as the Head of the Department and would later become Dean of L&S. He established the Department's mission and directed it toward autonomy, eventually evolving it into the School of Forestry in 1917. Furthermore, Shattuck created an arboretum and nursery for the U of I, later renamed the Charles Houston Shattuck Arboretum. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album.",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; logging; loggers; interviews; rangeland; gardening; nurseries (horticulture); journals (periodicals); farming (activity or system); nature trails; environmental engineering; sustainable development; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; lumber; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; nurseries (horticulture); professors (teachers); deans (educators); celebrations; research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_newdepartment_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_newdepartment_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_newdepartment_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_newdepartment_cfwralbum1984_th.jpg
cnr014,cnr003,ug92_box19_folder231_idahoforester_cfwralbum1984.pdf,"VIII. The Idaho Forester: Publishing and Communicating Through a ""Magazine of Natural Resources"" (p.128-136)",,1917,1917-1984,"This chapter covers the student publication, The Idaho Forester, which ran from 1917-1997. For an 80 year-old publication, The Idaho Forester underwent times of struggle and success, editorial and design changes, and eventual recogition from the Society of American Foresters in 1979. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album. ",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; logging; loggers; interviews; journals (periodicals);  conservation concepts; college students; lumber; forest management; rangers (forest); history of conservation; local histories; professors (teachers); deans (educators); world wars; research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_idahoforester_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_idahoforester_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_idahoforester_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_idahoforester_cfwralbum1984_th.jpg
cnr015,cnr003,ug92_box19_folder231_growthandrename_cfwralbum1984.pdf,III. Growth and Renaming: 1917-1934 (p.23-44),,1917,1917-1934,"This chapter overviews the growth of the School of Forestry from 1917-1934, including the hardships and losses during WWI and WWII. Additionally, this section documents the nuanced curriculum changes over this timeframe, including the development of a common curriculum for all freshmen pursuing either General Forestry, Grazing, or Lumberman's Forestry. Not only did the School host international students such as Eugenio de la Cruz but it also acquired experimental forest land during this time. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album.",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; fisheries; logging; loggers; interviews; wildlife; national parks; rangeland; diversity; gardening; nurseries (horticulture); firefighters; obituaries; journals (periodicals); farming (activity or system); nature trails; sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; lumber; experiment stations; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; nurseries (horticulture); Southeast Asia; professors (teachers); deans (educators); celebrations; world wars; research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_growthandrename_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_growthandrename_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_growthandrename_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_growthandrename_cfwralbum1984_th.jpg
cnr016,cnr003,ug92_box19_folder231_experimentstation_cfwralbum1984.pdf,"VI. The Forest, Wildlife and Range Experiment Station (p.89-96)",,1907,1907-1984,"This chapter documents the acquisition of the College's field campuses from 1928-1984. In 1928, the Idaho Forest Experiment Station was established by the State Board of Education. Eventually, more units were acquired, including the Lee A. Sharp (Point Springs) Experimental Area in 1954, the Taylor Ranch Wilderness Field Station in 1969, and Clark Fork Field Campuses in 1980. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album.",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; logging; loggers; interviews; wildlife; rangeland;  farming (activity or system); nature trails;  sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; lumber; experiment stations; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; professors (teachers); deans (educators); research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_experimentstation_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_experimentstation_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_experimentstation_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_experimentstation_cfwralbum1984_th.jpg
cnr017,cnr003,ug92_box19_folder231_rangeextension_cfwralbum1984.pdf,IX. Range Extension at the UI (p.137-138),,1939,1939-1980,"This short chapter explains the history behind the U of I Range Extension Program, which was initiated by Arnold B. Poulsen in 1939. Most information pertains to who filled the extension conservationist position from 1939 to 1968. Eventually, the program evolved into a cooperative arrangement including representatives from the Idaho Rangeland Committee. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album.",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; rangeland; farming (activity or system); sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; colleges (institutions); lumber; forest management; history of conservation; local histories; professors (teachers); deans (educators); research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_rangeextension_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_rangeextension_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_rangeextension_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_rangeextension_cfwralbum1984_th.jpg
cnr018,cnr003,ug92_box19_folder231_schooltocollege_cfwralbum1984.pdf,IV. From a School to a College 1935-1953 (p.45-72),,1935,1935-1953,"This chapter documents the changes that eventually made the School of Forestry into the College of Forestry. Dean Dwight Smithson Jeffers led the School of Forestry through WWII, notably writing Alumni Letters to ""the boys"" oversees. Forestry students' experiences are also addressed, including life in the ""Poverty Flats"" behind the UI heating plant. Additionally, the arrival of Ernest W. Wohletz is detailed, alongside the acquisition of the Forest, Wildlife and Range Experiement Station in 1939 and the creation of Forestry Week that same year (later renamed Natural Resources Week in 1976). *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album. ",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; fisheries; logging; loggers; interviews; wildlife; national parks; women's studies; rangeland; diversity; gardening; nurseries (horticulture); firefighters; obituaries; journals (periodicals); farming (activity or system); nature trails; sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; lumber; experiment stations; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; nurseries (horticulture); professors (teachers); deans (educators); celebrations; world wars; research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_schooltocollege_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_schooltocollege_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_schooltocollege_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_schooltocollege_cfwralbum1984_th.jpg
cnr019,cnr003,ug92_box19_folder231_summercamp_cfwralbum1984.pdf,V. Welcome to Summer Camp (p. 73-88),,1937,1937-1984,"This chapter covers the School of Forestry's Summer Camp in great detail: Dean Ernest W. Wohletz's early committment to the camp when he was a professor, the cancellations of the '43 and '44 camps during WWII, personal recollections from students, and even the students' stunt, ""McCall Nudist Camp - Annual Picnic,"" in 1957. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album. ",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; fisheries; logging; loggers; interviews; wildlife; national parks; women's studies; rangeland; diversity; gardening; nurseries (horticulture); firefighters; obituaries; journals (periodicals); farming (activity or system); nature trails; sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; lumber; experiment stations; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; nurseries (horticulture); professors (teachers); deans (educators); celebrations; world wars; research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_summercamp_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_summercamp_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_summercamp_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_summercamp_cfwralbum1984_th.jpg
cnr020,cnr003,ug92_box19_folder231_lossesgains_cfwralbum1984.pdf,"VII. Losses, Gains, and a New Home 1953-1972 (p.97-110)",,1953,1953-1972,"This chapter begins with the School of Forestry's name change to the College of Forestry, then proceeds to outline more significant changes such as faculty, student and technological developments. One highlighted development was the addition of women to the College, where they were not always welcome. While women had enrolled in the College of Forestry from time to time, Barbara Rupers was the first woman to receive a degree (Wood Utilization) from the U of I College of Forestry in 1963, though she was not allowed to attend Summer Camp. Her determination and abilities broke some long hardened molds and reshaped the perception of women within the College of Forestry. The following year would see the enrollment of two more women, Leslie Betts and Nancy Nelson, both of whom would graduate and also become the first women to attend the College's Summer Camp. Betts would also become the first woman to join the Idaho Forester staff. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album. ",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; fisheries; logging; loggers; interviews; wildlife; national parks; women's studies; rangeland; diversity; heroines; sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; lumber; experiment stations; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; Southeast Asia; professors (teachers); deans (educators); celebrations; research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_lossesgains_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_lossesgains_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_lossesgains_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_lossesgains_cfwralbum1984_th.jpg
cnr021,cnr003,ug92_box19_folder231_1959_cfwralbum1984.pdf,1959: The First Fifty Years (p.111-127),,1959,1909-1984,"This chapter covers the College's 50th birthday ceremony, including following name change in 1963: the College of Forestry became the College of Forestry, Wildlife and Range Sciences. Alongside this new name, the chapter continues to explore more developments into the '60s, including the creation of the new Forestry building. Dean John H. Ehrenreich would ""cut the ribbon,"" aka chainsaw a log, to officially open the College's new home at the FWR Building Dedication on April 22, 1972. Additionally, the ""Story of the SNAG"" is recorded, from its discovery on Freezeout Ridge in 1970 to eventual placement in the FWR Building. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album. ",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; fisheries; logging; loggers; interviews; wildlife; national parks; rangeland; firefighters; journals (periodicals); farming (activity or system); sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; forestry maps; lumber; experiment stations; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; environmental art; professors (teachers); deans (educators); celebrations; world wars; research (function); research institutes (institutions); bicentennials,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_1959_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_1959_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_1959_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_1959_cfwralbum1984_th.jpg
cnr022,cnr003,ug92_box19_folder231_recenthistory_cfwralbum1984.pdf,X. Recent History: 1972-1984 (p.139-164),,1972,1972-1984,"This chapter covers the College's ""recent"" history, starting from 1972 to the album's publishment in 1984. Some of the developments covered include faculty during the time, the ""Wreckies"" on the Move Program, clubs and associations, Frank Pitkin's 40 years of service, the division of the College into Departments (1979), the College's 75th birthday in 1984, and other significant events. *This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album. ",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; environmental policy; fisheries; logging; loggers; interviews; wildlife; national parks; women's studies; rangeland; diversity; gardening; nurseries (horticulture); firefighters; obituaries; journals (periodicals); farming (activity or system); sustainability; environmental engineering; sustainable development; conservation organizations; conservation concepts; cultural landscapes/property/heritage; buildings for university or college; college buildings; colleges (institutions); college students; lumber; experiment stations; forest management; forest stations; rangers (forest); building history research; history of conservation; local histories; environmental art; professors (teachers); deans (educators); celebrations; research (function); research institutes (institutions),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_recenthistory_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_recenthistory_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_recenthistory_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_recenthistory_cfwralbum1984_th.jpg
cnr023,cnr003,ug92_box19_folder231_deansremembered_cfwralbum1984.pdf,Deans Remembered (p. 8-10),,1917,1917-1953,"Professor Emeritus Ken Hungerford recounts personal memories of the College's former Deans: Miller, McArdle, Jeffers, Woheltz. This chapter is from the University of Idaho: College of Forestry, Wildlife and Range Sciences 1909-1984, an Album.",natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); black-and-white photographs; logging; loggers; interviews; colleges (institutions); college students; lumber; rangers (forest); history of conservation; local histories; professors (teachers); deans (educators); celebrations; world wars,,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box19_folder231_deansremembered_cfwralbum1984,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box19_folder231_deansremembered_cfwralbum1984.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box19_folder231_deansremembered_cfwralbum1984_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box19_folder231_deansremembered_cfwralbum1984_th.jpg
cnr024,,ug92_box1_folder2_deanwohletzaddress1961.pdf,Luncheon Address: Dynamic and Economic Forces Influencing Forest Land Use and Management,"Wohletz, Ernest",1961,1961,A luncheon address by Dean Ernest Wohletz about changes to forest land use and management.,natural resources; forestry; people in agriculture or natural resource occupations; history (discipline); environmental policy; logging; rangeland; farming (activity or system); nature trails; sustainability; environmental engineering; sustainable development; conservation concepts; cultural landscapes/property/heritage; lumber; forest management; history of conservation; ecotourism; environment (earth sciences concept); environmental law; land management; history (discipline); newsletters; deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box1_folder2_deanwohletzaddress1961,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box1_folder2_deanwohletzaddress1961.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box1_folder2_deanwohletzaddress1961_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box1_folder2_deanwohletzaddress1961_th.jpg
cnr025,,ug92_box1_folder7_naturalresourcesdiversity1995.pdf,Natural Resources Diversity,"Ehrenreich, John H.",1995,1995,Dean John Ehrenreich emphasizes the need for women in natural resources.,natural resources; forestry; people in agriculture or natural resource occupations; interviews; women’s studies; diversity; local histories; history (discipline); deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box1_folder7_naturalresourcesdiversity1995,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box1_folder7_naturalresourcesdiversity1995.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box1_folder7_naturalresourcesdiversity1995_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box1_folder7_naturalresourcesdiversity1995_th.jpg
cnr026,,ug92_box2_folder18_thesnagescapes1978.pdf,Snag Escapes!,"Ehrenreich, John H.",1978-01-03,1978-01-03,A bulletin by Dean John Ehrenreich about the missing Snag and its history.,natural resources; forestry; building history research; history (discipline); local histories; environmental art; newsletters; deans (educators),,,,"College of Natural Resources collection, UG 92, University of Idaho Library Special Collections and Archives",ug92_box2_folder18_thesnagescapes1978,Text,document,application/pdf,,College of Natural Resources collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/cnr/ug92_box2_folder18_thesnagescapes1978.pdf,https://www.lib.uidaho.edu/digital/objects/cnr/small/ug92_box2_folder18_thesnagescapes1978_sm.jpg,https://www.lib.uidaho.edu/digital/objects/cnr/thumbs/ug92_box2_folder18_thesnagescapes1978_th.jpg
